ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,ID_NA,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year_NA,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available_NA,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available_NA,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available_NA,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available_NA,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available_NA,supplier_funding_perc_zero
0.278299598,0.733333333,10.0,0.810996564,0,1.3727115769999998,190039.6246,0.666666667,0.746666336,0.666666667,0.166191223,0.666666667,235607.7254,1068706.993,1458787.722,1.405577678,0,0,0,1,0,0,0,0
0.013032593,0.80952381,10.0,0.813333333,1,1.3727115769999998,17701.97413,42142.75214,0.700625559,0.691331989,0.07212199,0.777777778,-220135.812,2158343.117,779429.9221,1.460971325,0,0,0,1,0,0,0,0
-0.066388386,0.974358974,15.0,0.891472868,0,0.185620416,2142177.924,679072.0677,0.743183098,0.666666667,0.369241043,1.0,7494549.227,-373605.624,981446.8725,1.419736048,0,0,0,0,0,1,0,0
0.13564870699999998,0.666666667,20.0,0.694835681,1,0.321986665,7049751.942,4916.794546,0.752989924,0.666666667,0.230707761,1.0,996101.9743,1366495.701,549555.5367,1.208677282,0,1,0,0,0,0,0,0
0.144439539,0.877192982,15.0,0.698884758,0,3.07064915,1020607.987,30797.05835,0.734428149,0.671038975,0.017941588,1.0,6614638.748,22215.35536,175718.7101,1.400703216,0,0,0,0,0,0,1,0
0.344445532,0.666666667,15.0,0.688888889,0,1.3727115769999998,-91416.14574,0.666666667,0.728470111,0.666666667,0.022146206,0.979166667,229397.2271,160600.2795,0.666666667,1.486387774,0,0,0,1,1,0,0,0
0.194264038,0.666666667,15.0,0.708333333,0,1.713445904,23000000.0,138807.7686,0.762626263,0.677777778,-0.118933228,0.666666667,1871846.178,-20355.6256,0.666666667,1.419769294,0,0,0,0,0,0,0,0
0.568585553,0.666666667,15.0,0.754526092,0,-0.271003571,746558.2265,147988.5178,0.768115942,0.666666667,-0.049962986,1.0,143947.8904,247403.3492,137031.06,1.549673808,0,0,0,0,0,0,1,0
0.284924822,0.976190476,15.0,0.799571275,0,0.041164702,3502369.867,740949.1772,0.76702509,0.673076923,-0.006762347,0.666666667,921832.9542,2823670.744,0.666666667,1.630578242,0,0,0,0,0,0,0,0
0.13564870699999998,0.757575758,10.0,0.776565498,1,1.3727115769999998,0.666666667,2663350.144,0.666666667,0.672304563,0.369241043,1.0,3736806.18,21474.25681,11400000.0,1.30456009,0,1,0,1,0,1,0,0
-0.121829212,0.839031339,15.0,0.807148606,0,0.318794004,996873.761,838928.0311,0.693693694,0.701897019,0.074456476,0.666666667,5533.348118,1953482.611,63567.31125,1.305445711,0,0,0,0,0,0,0,0
0.13564870699999998,1.0,10.0,0.846690398,0,1.3727115769999998,1370411.335,467151.1023,0.72823219,0.677277561,0.231345808,1.0,405317.1595,226681.8174,2662103.761,1.233766234,0,1,0,1,0,0,0,0
-0.211752676,0.666666667,15.0,0.709759189,0,1.3727115769999998,-1968904.632,2737569.916,0.747126437,0.666666667,0.271603666,0.802469136,143947.8904,2189401.497,159309.8591,1.41829056,0,0,0,1,1,0,0,0
-0.090889107,0.666666667,15.0,0.800426439,0,0.165264691,1856577.664,527937.4505,0.728927203,0.667711599,0.161723604,0.666666667,27549.69112,-369106.3303,1179981.426,1.486387774,0,0,0,0,0,0,0,0
-0.092603709,0.740740741,0.0,0.711111111,0,0.012881837,-448989.6124,908766.3991,0.712280702,0.666666667,-3.692414023,0.722222222,171887.353,35737.34617,795714.7053,1.316245199,0,0,1,0,0,0,0,0
0.307383196,0.888888889,25.0,0.893333333,0,2.112926582,-6772.283872,282785.4252,0.764705882,0.666666667,0.369241043,0.666666667,63248.18566,626223.2575,1487477.792,1.285336858,0,0,0,0,0,1,0,0
0.345275706,0.666666667,20.0,0.752380952,0,1.3727115769999998,1849881.139,525869.224,0.73015873,0.666666667,0.369241043,0.666666667,3010373.553,-10271.33844,63013.88045,1.144578346,0,0,0,1,0,1,0,0
0.13564870699999998,0.6875,15.0,0.709902371,0,0.146744321,4145550.968,1045936.228,0.769736842,0.666666667,-0.348733824,0.780450436,-591991.077,4182267.989,0.666666667,1.456038361,0,1,0,0,0,0,0,0
0.348033973,0.797979798,15.0,0.794627909,0,-0.110338821,-41760.2042,1584832.425,0.732614902,0.689347291,0.08949957,1.0,3178242.16,34778.00497,3970587.229,1.365646947,0,0,0,0,0,0,1,0
0.470497048,0.862745098,15.0,0.808383234,1,-0.063774535,17700000.0,0.666666667,0.741755454,0.698707674,-0.107907241,0.666666667,2362656.882,88868.88318,16979.07536,1.456679358,0,0,0,0,0,0,0,0
-0.103104495,0.791666667,6.476683938,0.914612857,0,0.442556252,556459.5471,13876.81604,0.707070707,0.666666667,0.369241043,0.805555556,4537418.469,3475495.435,94469.41869,1.640091064,0,0,0,0,1,1,0,0
0.086314766,0.927536232,15.0,0.783540228,0,0.661470165,835067.5479,767265.2379,0.728925377,0.701897019,-0.130759116,0.666666667,2485293.786,4043220.455,2138658.82,1.233766234,0,0,0,0,0,0,0,0
-0.152779718,0.724637681,15.0,0.711206897,0,1.3727115769999998,906727.3764,295209.7682,0.719298246,0.666666667,0.078810397,0.716183575,44026.92945,950746.0405,17795.36811,1.266666667,0,0,0,1,0,0,0,0
0.395882287,0.740740741,5.239999771,0.743902439,0,1.3727115769999998,4214657.625,260892.2312,0.742293907,0.679487179,0.133135222,1.0,2158692.016,8937403.668,1265590.768,1.776364969,0,0,1,1,0,0,1,0
0.011949967,0.76744186,10.0,0.791862285,1,-0.100835542,-1180798.74,0.666666667,0.75604708,0.666666667,0.369241043,1.0,143947.8904,1024988.687,519163.8551,1.413694953,0,0,0,0,0,1,1,0
0.13564870699999998,1.0,15.0,0.758814445,0,0.672864613,-9004.977884,2624818.402,0.703703704,0.666666667,0.369241043,1.0,-829475.4345,3419504.023,4582857.938,1.560666488,0,1,0,0,0,1,1,0
0.390980123,0.847222222,15.0,0.918518519,1,1.3727115769999998,-18518.88115,359427.2503,0.666666667,0.666666667,0.19539476,0.666666667,121797.2251,116173.0634,228125.6348,1.35542489,0,0,0,1,0,0,0,0
-0.085579924,1.0,15.0,0.741803279,0,0.281420966,17100000.0,331543.2964,0.704301075,0.666666667,-0.341452988,0.666666667,2625116.516,569033.4575,1052987.354,1.559317123,0,0,0,0,0,0,0,0
1.730551627,0.666666667,10.0,0.751879699,0,0.644836694,4050851.931,42937.6939,0.802955665,0.666666667,0.092349131,0.666666667,13200000.0,5006795.888,0.666666667,1.717490227,0,0,0,0,1,0,0,0
0.517329517,0.738095238,10.0,0.933333333,0,0.693133418,-178536.7773,142584.0763,0.747405864,0.670804343,-0.017262339,0.818181818,1061455.267,235812.7336,610184.6986,1.324238858,0,0,0,0,0,0,0,0
0.13564870699999998,0.666666667,15.0,0.800050361,0,1.3727115769999998,376241.9355,232672.8922,0.79535865,0.701897019,-0.063381143,1.0,2783669.823,106257.5105,291929.6516,1.400671462,0,1,0,1,0,0,0,0
0.03641384,0.833333333,20.0,0.936507937,0,-0.095753536,-240802.072,0.666666667,0.761737202,0.666666667,0.176578497,1.0,565332.5489,3732843.624,3502.383349,1.578119511,0,0,0,0,0,0,0,0
0.51210214,0.703703704,15.0,0.725108225,0,1.3727115769999998,1782.528271,76199.1796,0.750402576,0.666666667,-0.18461743,0.880952381,102815.0943,402231.146,442716.5364,1.413058251,0,0,0,1,0,0,0,0
0.28261092,0.833333333,10.0,0.796298519,1,0.368079057,-275294.3224,300127.2821,0.702490705,0.666666667,0.029941193,1.0,11700000.0,8431499.536,4505584.594,1.599680254,0,0,0,0,0,0,0,0
0.092303997,0.80952381,20.0,0.759672039,0,1.097433831,2723191.724,0.666666667,0.766283525,0.666666667,0.05670199,1.0,-102122.1676,0.666666667,246852.4178,1.217948688,0,0,0,0,1,0,1,0
-0.1878944,0.666666667,10.0,0.874333633,0,-0.030098102,2796881.683,850243.3716,0.720720721,0.666666667,0.181383998,1.0,-158780.4435,-1131597.858,36425.01166,1.63933513,0,0,0,0,1,0,0,0
0.977482424,0.666666667,10.0,0.75,0,1.3727115769999998,18500000.0,177350.9295,0.707505519,0.670682731,-0.109223181,0.866666667,-67308.77223,122961.1453,304436.2145,1.491365729,0,0,0,1,0,0,0,0
0.13564870699999998,0.777777778,20.0,0.83974359,0,0.167609469,-84389.4901,0.666666667,0.757575758,0.666666667,-0.058245362,0.848484848,48406.14457,246109.2156,0.666666667,1.401167192,0,1,0,0,0,0,0,0
0.627291816,0.769230769,25.0,0.728365385,0,1.3727115769999998,5281400.871,0.666666667,0.722222222,0.701897019,-0.752659097,0.666666667,3005836.694,1162507.486,3607002.592,1.336083436,0,0,0,1,0,0,0,0
0.04378099,1.0,15.0,0.928571429,0,-0.174244221,-136373.0608,115385.5617,0.724236148,0.675856307,0.369241043,1.0,-145791.2367,-167665.9327,0.666666667,1.381758472,0,0,0,0,0,1,1,0
0.13564870699999998,1.0,10.0,0.845499651,0,1.3727115769999998,2111131.412,648873.3417,1.0,0.68041418,0.069685443,0.666666667,-46820.46075,1216773.9,249618.8434,1.552960752,0,1,0,1,0,0,0,0
0.259355849,0.722222222,10.0,0.881326353,0,1.3727115769999998,1683692.388,0.666666667,0.712121212,0.68558952,-0.333096714,0.75,401835.585,4040174.364,119911.7333,1.317956544,0,0,0,1,0,0,0,0
1.141097335,0.705347985,10.0,0.719160105,0,1.3727115769999998,-738814.7379,0.666666667,0.742424242,0.666666667,0.198885285,0.666666667,12900000.0,-520234.7436,2681159.912,1.264826876,0,0,0,1,0,0,0,0
0.332330388,0.666666667,25.0,0.738585859,0,0.821463664,2756905.349,330545.749,0.70212766,0.680245644,-0.120355123,0.785714286,653627.1179,-4903.442347,184396.6707,1.475947621,0,0,0,0,0,0,0,0
0.00500322,0.920634921,5.699481865,0.735632184,0,1.008146205,1587626.282,0.666666667,0.728705636,0.669871795,-0.157680912,0.714285714,507982.0694,1755366.139,1813540.527,1.465186264,0,0,0,0,1,0,0,0
0.031694684,0.794871795,15.0,0.750915751,0,1.341614015,3450675.151,237833.2706,0.75,0.673633261,-0.215107692,0.696969697,383303.1464,1024988.687,1968511.884,1.389844934,0,0,0,0,0,0,0,0
-0.119334344,0.69710369,10.0,0.722222222,0,1.3727115769999998,1029973.335,161342.2479,0.792792793,0.703975669,0.369241043,0.666666667,573135.4682,6631311.458,2527315.513,1.548513026,0,0,0,1,0,1,0,0
-0.108706529,0.740740741,15.0,0.773504274,1,-0.056718106,4056857.319,0.666666667,0.690860215,0.666666667,-0.10205937,0.916666667,492200.4848,140108.5649,120448.9,1.456666667,0,0,1,0,0,0,0,0
0.29211529,0.8,10.0,0.72675737,0,1.59100802,-42633.49624,394274.2786,0.7578125,0.705729167,0.030440935,0.909090909,1052297.325,3009058.511,0.666666667,1.561279234,0,0,0,0,1,0,0,0
0.13564870699999998,0.818181818,10.0,0.764750102,1,1.3727115769999998,52017.38013,0.666666667,0.73083779,0.666666667,0.369241043,0.666666667,2958147.544,1664713.597,9013.971017,1.358651446,0,1,0,1,0,1,0,0
0.290220029,0.916666667,10.0,0.714917571,0,0.843522533,-1378.27046,0.666666667,0.716253444,0.701897019,0.369241043,0.666666667,15459.75151,2155356.973,0.666666667,1.455994747,0,0,0,0,0,1,0,0
0.180554703,0.914728682,20.0,0.901960784,1,-0.33763283,-243702.5081,0.666666667,0.666666667,0.666666667,0.316619583,0.666666667,610432.0362,90670.67349,547708.5478,1.712107257,0,0,0,0,0,0,0,0
0.13564870699999998,0.873563218,15.0,0.784880507,0,0.265973959,926308.7495,0.666666667,0.666666667,0.666666667,0.129618943,1.0,2662870.024,820077.6029,934681.5638,1.517351471,0,1,0,0,0,0,1,0
0.945634756,1.0,25.0,0.784156475,0,1.3727115769999998,611659.4992,0.666666667,0.772108844,0.666666667,-0.041071084,1.0,-1805303.252,262220.1104,1453286.253,1.400648725,0,0,0,1,0,0,0,0
-0.090591778,0.857142857,15.0,0.768179686,1,0.47421523,-299699.0875,137477.3606,0.715210356,0.666666667,-1.894703845,1.0,703485.3518,374851.4201,2718.261699,1.137335162,0,0,0,0,0,0,0,0
0.13564870699999998,0.703703704,10.0,0.778800826,1,1.3727115769999998,209634.8519,28381.74658,0.732240437,0.67751203,0.167682246,0.942857143,1229894.941,-13165.49472,579853.4731,1.332398296,0,1,0,1,1,0,0,0
-0.005462409,0.913299663,15.0,0.702702703,0,0.347616183,834194.5923,707705.3665,0.716314489,0.666666667,0.179993301,0.884578544,2254931.918,24542.48514,949689.022,1.433724909,0,0,0,0,0,0,0,0
-0.082563255,0.666666667,10.0,0.970588235,0,0.241014083,3528291.474,7381073.026,0.777777778,0.666666667,-0.135705548,0.666666667,981307.4408,190018.0459,873300.5535,1.637016223,0,0,0,0,0,0,0,0
0.029023065,0.895833333,15.0,0.769469459,0,0.057722979,1737040.075,115365.419,0.745413501,0.666666667,0.212675007,0.666666667,113655.8715,508890.6258,1115589.084,1.199495017,0,0,0,0,0,0,0,0
0.659529342,0.9,15.0,0.749340369,0,1.3727115769999998,491389.51,107351.2366,0.737373737,0.666666667,0.126537009,0.703703704,475628.5345,3493773.377,361614.2116,1.450857075,0,0,0,1,0,0,0,0
0.13564870699999998,0.904166667,15.0,0.936507937,1,-0.143168059,458359.9779,638348.7097,0.676775246,0.666666667,0.093643762,0.666666667,-1788594.929,970618.5768,0.666666667,1.353210628,0,1,0,0,0,0,0,0
-0.090269591,0.740740741,10.0,0.972222222,0,1.3727115769999998,6749090.332,751129.7184,0.777777778,0.666666667,-0.024049285,0.861904762,-248239.8471,12100000.0,1295056.41,1.437479964,0,0,1,1,0,0,0,0
-1.168377144,0.694139194,15.0,0.695324284,1,1.3727115769999998,957865.0979,626720.3483,0.71875,0.666666667,0.154472656,1.0,143947.8904,1476.113418,849200.6567,1.497579321,0,0,0,1,0,0,0,0
0.379105228,1.0,25.0,0.716510903,0,0.256208276,137760.1505,1385443.831,0.73967682,0.666666667,0.369241043,0.782608696,-312828.3945,310325.4831,1143294.159,1.343875513,0,0,0,0,0,1,0,0
0.13564870699999998,0.8,20.0,0.784946237,0,0.327503242,-86687.50018,177350.9295,0.758796296,0.666666667,-0.043531102,0.944444444,1094599.006,1038834.219,8132443.341,1.365627882,0,1,0,0,1,0,0,0
-0.484331693,1.0,25.0,0.814536341,0,1.3727115769999998,2279151.981,162350.4093,0.71875,0.666666667,-0.050441539,0.718253968,1290184.377,1261751.561,443735.3107,1.221395738,0,0,0,1,0,0,0,0
12.41939963,0.848484848,10.0,0.694444444,0,-0.06473202,1837718.924,514422.7967,0.700564972,0.666666667,-0.015840314,0.666666667,1016998.496,722213.235,0.666666667,1.568135627,0,0,0,0,0,0,0,0
-0.175075617,0.740740741,10.0,0.703907204,0,1.3727115769999998,-400455.711,664068.0376,0.761904762,0.699879227,0.188632179,0.87244898,143947.8904,1943121.799,328471.0471,1.487425349,0,0,0,1,0,0,0,0
-0.049885517,0.666666667,10.0,0.776135742,0,1.3727115769999998,2204062.685,105664.3847,0.771218707,0.666666667,0.369241043,0.666666667,462959.7046,856238.2642,524827.7463,1.21642775,0,0,0,1,1,1,0,0
0.13564870699999998,0.862745098,15.0,0.705856451,0,1.3727115769999998,355066.3938,708762.1239,0.751673048,0.666666667,0.369241043,0.666666667,1205352.822,-58229.20065,664181.1279,1.356836816,0,1,0,1,0,1,0,0
0.468553745,0.736842105,15.0,0.793053473,0,-0.286060625,768250.1472,0.666666667,0.666666667,0.666666667,-0.01840295,1.0,-156514.4958,3722431.71,83856.81287,1.292165456,0,0,0,0,0,0,0,0
0.124679848,0.666666667,25.0,0.785529716,0,1.3727115769999998,1348129.769,0.666666667,0.702564103,0.666666667,-0.300283431,0.70818399,758399.387,193772.1151,4629146.427,1.78478139,0,0,0,1,0,0,0,0
0.13564870699999998,0.724637681,20.0,0.825240268,0,1.3727115769999998,-516248.584,241759.1292,0.666666667,0.672249589,0.003292967,0.74537037,-25385.28462,12600000.0,2221180.163,1.277797743,0,1,0,1,0,0,0,0
0.13564870699999998,0.916666667,25.0,0.792134831,1,1.3727115769999998,7316602.58,2135182.876,0.701191363,0.666666667,0.18476445,1.0,936212.0842,2628249.871,2048464.167,1.496534352,0,1,0,1,1,0,0,0
0.13564870699999998,0.802083333,15.0,0.80070922,0,-0.464146421,7630973.106,508622.0051,0.774011299,0.666666667,-0.206289973,1.0,-52180.10822,607621.8877,0.666666667,1.236981108,0,1,0,0,0,0,1,0
0.094164336,0.666666667,15.0,0.838095238,0,1.3727115769999998,5286947.556,121520.4014,0.793650794,0.667259224,0.111235745,0.666666667,798338.1702,789660.1061,297152.997,1.496601714,0,0,0,1,0,0,0,0
-0.008760573,0.666666667,10.0,0.85,0,-0.145644198,958755.0822,135708.9837,0.8,0.716666667,-0.000248,0.666666667,143947.8904,192038.2432,2068507.412,1.205053594,0,0,0,0,0,0,0,0
-0.475495653,1.0,10.0,0.869072498,0,1.3727115769999998,1068729.443,260590.9706,0.698412698,0.666666667,-0.065365837,0.927536232,1162644.998,245242.297,3182482.314,1.624541245,0,0,0,1,0,0,0,0
-0.134790058,0.666666667,15.0,0.715686275,0,2.512739433,1051263.819,5116.650903,0.707462253,0.675213675,0.369241043,0.80952381,-693.5925617,1080118.342,233071.8029,1.478093172,0,0,0,0,0,1,0,0
0.13564870699999998,0.862745098,20.0,0.79990148,1,1.453948432,-391225.7454,0.666666667,0.666879252,0.684210526,0.369241043,1.0,10000000.0,-19112.16895,292295.6319,1.324237529,0,1,0,0,0,1,1,0
0.13564870699999998,0.666666667,15.0,0.81902508,0,0.732858779,1799351.58,105107.9366,0.748717949,0.666666667,-0.111562411,0.666666667,11100000.0,7096953.646,0.666666667,1.624098518,0,1,0,0,0,0,0,0
0.13564870699999998,0.9,15.0,0.788571429,1,0.047832986,410887.2902,0.666666667,0.737812912,0.673913043,0.103297703,0.666666667,363599.5902,2688028.365,5138562.666,1.506433482,0,1,0,0,0,0,0,0
0.075351678,0.666666667,10.0,0.784210089,1,1.3727115769999998,258939.3503,318561.595,0.708678412,0.669943613,0.164751989,0.666666667,11300000.0,760856.4315,551420.7549,1.587558018,0,0,0,1,0,0,0,0
-0.034152217,0.87037037,20.0,0.793729373,0,-0.003820231,-1773408.822,5405182.264,0.706657994,0.666666667,0.369241043,0.666666667,4460027.15,50736.50003,379462.1309,1.489743807,0,0,0,0,0,1,0,0
0.509252288,0.972039072,30.0,0.688888889,0,-0.03926095,8447242.163,0.666666667,0.705501618,0.666666667,-0.108785061,0.729166667,-203064.1525,820604.9999,809926.801,1.37131745,0,0,0,0,0,0,0,0
-0.036369258,0.666666667,10.0,0.728365385,0,1.3727115769999998,136551.2769,1383386.835,0.726190476,0.701897019,0.369241043,1.0,233365.1726,8271545.028,677563.919,1.594331047,0,0,0,1,0,1,1,0
0.671783362,0.814814815,10.0,0.721419719,0,1.3727115769999998,3008588.994,0.666666667,0.713178295,0.666666667,0.369241043,0.714285714,3452640.474,10400000.0,0.666666667,1.270685109,0,0,0,1,0,1,0,0
-0.025829332,0.666666667,15.0,0.787654321,0,-0.038228154,1028948.707,1194.833089,0.762452107,0.666666667,-0.082103566,0.666666667,1563116.771,145806.8473,1320247.705,1.225806452,0,0,0,0,0,0,0,0
0.13564870699999998,0.9,10.0,0.77124183,1,1.185720215,3469498.912,0.666666667,0.744376278,0.666666667,0.17202948,0.666666667,-98455.66879,1071858.975,0.666666667,1.71672955,0,1,0,0,0,0,0,0
-0.038637437,0.727272727,15.0,0.736111111,0,1.3727115769999998,335945.3926,130222.3673,0.75,0.669189457,-0.668459421,1.0,7242572.624,387309.4727,238666.1181,1.33219084,0,0,0,1,0,0,0,0
0.13564870699999998,0.666666667,15.0,0.819971871,0,0.608866377,322676.7076,0.666666667,0.693566274,0.701897019,0.213939375,1.0,110232.6239,1107416.713,644475.4033,3.011763187,0,1,0,0,0,0,1,0
-0.165955006,0.75,15.0,0.864614922,1,1.3727115769999998,1847895.762,129966.103,0.709876543,0.704918808,-0.111489429,1.0,-280606.076,157599.9344,180775.711,1.357546914,0,0,0,1,0,0,0,0
0.13564870699999998,0.793103448,15.0,0.802381778,1,-0.289373976,329800.3529,446558.6918,0.729166667,0.666666667,0.369241043,1.0,4806838.374,281065.0727,0.666666667,1.522530092,0,1,0,0,1,1,0,0
-0.188549545,0.666666667,10.0,0.818791946,1,-0.036614332,10578.72924,0.666666667,0.721631206,0.669270833,-0.005650183,0.666666667,203077.3955,13700000.0,527117.5904,1.555215927,0,0,0,0,0,0,0,0
3.868210959,0.740740741,10.0,0.756050589,0,0.174611347,1096097.673,851537.9199,0.736752137,0.666666667,0.139569559,0.666666667,-105267.0642,8159.005149,7677277.809,1.392920299,0,0,1,0,0,0,0,0
-0.067265551,0.666666667,25.0,0.925925926,1,-0.442410286,32995.46883,177008.9962,0.772108844,0.666666667,-0.004603925,0.80952381,1122266.227,221876.1493,1291240.328,1.359982133,0,0,0,0,0,0,0,0
0.385477101,0.75,15.0,0.82745098,0,1.3727115769999998,3996366.937,0.666666667,0.800947867,0.666666667,0.079226882,0.666666667,17400000.0,449236.3178,357116.3913,1.593140537,0,0,0,1,0,0,0,0
0.055960972,0.715299913,10.0,0.841924399,1,0.924509915,-253230.3196,408634.0494,0.725490196,0.666666667,0.044170869,0.695791246,10195.48143,429749.2515,172274.9425,1.552325485,0,0,0,0,0,0,0,0
2.915466419,0.740740741,20.0,0.741748198,0,1.3727115769999998,2121684.877,871004.2442,0.752083333,0.684145429,0.176944168,0.714285714,3049915.39,2699090.586,935796.9535,1.639580066,0,0,1,1,0,0,0,0
-0.072910446,0.916666667,10.0,0.708571429,0,-0.211258295,2843972.827,1167281.231,0.731391586,0.671497585,0.138052899,0.666666667,-657838.1274,3606935.884,7832353.667,1.299483701,0,0,0,0,0,0,0,0
0.011257961,0.888888889,15.0,0.781746032,0,0.787065168,1302118.007,820770.8517,0.714285714,0.666666667,0.105791398,0.666666667,2625116.516,10400000.0,2228855.154,1.486232834,0,0,0,0,1,0,0,0
0.306456536,0.666666667,15.0,0.755294118,1,1.3727115769999998,688279.2523,234650.7209,0.707142857,0.666666667,0.047232082,0.696969697,143947.8904,104451.1699,5584953.611,1.269341177,0,0,0,1,1,0,0,0
0.077950513,1.0,15.0,0.752081298,0,1.3727115769999998,2677332.687,1812692.042,0.770833333,0.666666667,0.369241043,0.677037037,129810.7399,-4792.189786,0.666666667,1.348777622,0,0,0,1,0,1,0,0
0.390530854,0.974358974,15.0,0.741755319,0,1.3727115769999998,-89894.08757,284151.947,0.740494999,0.708998488,0.175893104,1.0,610542.3324,-647106.1179,4683902.829,1.456679358,0,0,0,1,1,0,0,0
-0.132216281,0.666666667,20.0,0.809624648,0,-0.148013488,753487.2651,0.666666667,0.792899408,0.666666667,0.114525072,0.666666667,120723.9562,1300395.703,0.666666667,1.381908872,0,0,0,0,0,0,0,0
0.13564870699999998,0.857142857,15.0,0.756275146,1,0.638152793,806667.233,355150.1324,0.709401709,0.666666667,0.073507772,0.666666667,105661.1863,693190.6888,274581.017,1.233905066,0,1,0,0,0,0,0,0
0.13564870699999998,0.740740741,9.545454545,0.828746177,0,1.249598127,329800.3529,4766.326793,0.720760234,0.681737233,0.180843091,1.0,-101094.3997,552018.7683,1861719.81,1.567975661,0,1,1,0,0,0,0,0
0.224214554,0.966666667,10.0,0.739148239,1,1.3727115769999998,2525156.851,465636.6802,0.666666667,0.701897019,0.095818061,0.666666667,1993018.091,-12871.24425,115421.783,1.380943056,0,0,0,1,0,0,0,0
0.13564870699999998,0.740740741,25.0,0.797619048,0,0.052660739,1552946.917,0.666666667,0.693566274,0.666666667,-0.015477256,0.888888889,-1194721.676,284076.3993,1048050.197,1.348777622,0,1,1,0,1,0,0,0
-0.003135277,0.833333333,5.797101449,0.956521739,1,1.3727115769999998,97191.0918,241084.3706,0.666666667,0.666666667,0.369241043,0.880952381,13031.64253,-459085.0784,0.666666667,1.343054205,0,0,0,1,0,1,0,0
0.06500001,0.741935484,25.0,0.773008381,0,1.3727115769999998,6889406.87,1538911.142,0.783687943,0.686330532,0.369241043,0.720797721,-563032.7912,971366.5558,0.666666667,1.082076918,0,0,0,1,1,1,0,0
-0.299467948,0.727272727,10.0,0.780141844,0,1.3727115769999998,1465605.614,606043.2346,0.749042146,0.696969697,0.073170024,1.0,431234.0629,2406726.639,6498764.444,1.144578341,0,0,0,1,1,0,1,0
